slno,userId,handler,title,subscriberCount,videoCount,userViewCount,joinedDate,contentId,contentType,partyName,partyShortName,duration,viewCount,commentCount,text,publishedTime,likeCount,replyCount,parentSlno,grandparentSlno,targetName,languageName,bullyLabel
36788,channelid28407,channelhandler28407,channeltitle28407,0,0,0,2013-12-18,UgxYvAYH66CyfYKq6Xx4AaABAg.A7CaniBlMfBA7Cjsi7DIb_,reply,,,,,,Ekdom sotti,2024-08-16T16:47:23Z,6,,36787,36008,people group,romanized bengali,not bully
36789,channelid7998,channelhandler7998,channeltitle7998,1,0,0,2024-07-17,UgxYvAYH66CyfYKq6Xx4AaABAg.A7CaniBlMfBA7D78kF3Qaw,reply,,,,,,Right,2024-08-16T20:19:26Z,5,,36787,36008,people group,english,not bully
36790,channelid14810,channelhandler14810,channeltitle14810,147,39,3076,2023-09-03,UgxYvAYH66CyfYKq6Xx4AaABAg.A7CaniBlMfBA7DqVsAdQxA,reply,,,,,,সমনোয়কগুলোও হইছে সেই রকম হারামী। সন্ত্রাসের মদদ দাতা।,2024-08-17T03:04:33Z,0,,36787,36008,people group,bengali,bully
36791,channelid28438,channelhandler28438,channeltitle28438,7,31,275,2021-03-23,UgxYvAYH66CyfYKq6Xx4AaABAg.A7CaniBlMfBA7DrGxswtIV,reply,,,,,,ঠিক আছে,2024-08-17T03:11:15Z,4,,36787,36008,people group,bengali,not bully
36792,channelid28439,channelhandler28439,channeltitle28439,43,0,0,2023-12-18,UgxYnaRKPLUPlbzJ-bx4AaABAg,comment,,,,,,"মিথ্যা মামলায় ১২ বছর ধরে কারাগারে বন্দি মাওলানা জসিমউদদীন রাহমানীসহ খুনী হাসিনার শাসনামলে মিথ্যা মামলায় আটক আলেমদের দ্রুত মুক্তির দাবিতে বিশেষ আলোচনাবাংলাদেশ সময় আজ শুক্রবার রাত ৯ টায়নিউইয়র্ক থেকে সম্প্রচারিত সাংবাদিক ইলিয়াছ হোসাইনের উপস্থাপনায় ভার্চুয়ালি যুক্ত থাকবেন মুফতি আমীর হামজা (পিএইচডি), মাওলানা মাহমুদুল হাসান গুনবী, মুফতি মাহবুবউল্লাহ কাসেমী, মাওলানা রফিকুল ইসলাম মাদানী মাওলানা নুরুজ্জামান নোমানী, মাওলানা খালেদ সাইফুল্লাহসহ বেশ কয়েকজন মাজলুম আলেম। লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাঃ ❤❤",2024-08-16T15:27:53Z,0,0,36008,36008,organization,bengali,bully
36793,channelid28440,channelhandler28440,channeltitle28440,941,145,184809,2022-10-09,UgwaJCY7YGKyVPH3KWx4AaABAg,comment,,,,,,তোদের কথা এখন আর ভালো লাগেনা,2024-08-16T15:27:18Z,7,0,36008,36008,organization,bengali,not bully
36794,channelid21196,channelhandler21196,channeltitle21196,435,147,90958,2023-02-16,UgyIqCxfFl6ZpVdgR9J4AaABAg,comment,,,,,,ভূতুড়ে বিল নেওয়া হচ্ছে বে-সরকারি হাসপাতালে। গুলিবিদ্ধ ও আহত স্বজনরা দিশেহারা।,2024-08-16T15:27:17Z,0,0,36008,36008,organization,bengali,bully
36795,channelid8080,channelhandler8080,channeltitle8080,2,1,729,2021-04-07,Ugzs8to1-L9hIAvJGKd4AaABAg,comment,,,,,,Ki 15 August Gaan kora Paap nakii?????,2024-08-16T15:27:14Z,0,1,36008,36008,organization,romanized bengali,bully
36796,channelid21076,channelhandler21076,channeltitle21076,3,0,0,2024-07-02,Ugzs8to1-L9hIAvJGKd4AaABAg.A7CahcNisvcA7DOAUmqMpv,reply,,,,,,"আৃমরা তো জী হুজুর, মেধাবীরা বলবে, কেন বেয়াদবি করবো?",2024-08-16T22:48:13Z,0,,36795,36008,general people,bengali,not bully
36797,channelid28439,channelhandler28439,channeltitle28439,43,0,0,2023-12-18,UgxDFCz23yZlnLUQ2154AaABAg,comment,,,,,,"সংবিধান সংশোধন করা দরকার এক ব্যক্তি দুইবারের বেশি প্রধানমন্ত্রী বা রাষ্টপ্রতি হতে পারবে না।। তাহলে দেশে গণতন্ত্র ফিরে আসবে।। ইউরোপ/ আমেরিকার মতো দেশ করতে যা করা দরকার তা করা প্রয়োজন, সময় এখনই।। লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাঃ ❤❤",2024-08-16T15:27:12Z,0,0,36008,36008,organization,bengali,bully
36798,channelid28441,channelhandler28441,channeltitle28441,0,1,8,2021-07-24,Ugz8avCc9f3hmqop3D54AaABAg,comment,,,,,,এতো আল্টিমেটাম দিলে আল্টিমেটাম এর ভ্যালু কোমে যাবে....,2024-08-16T15:26:01Z,264,9,36008,36008,general people,bengali,not bully
36799,channelid28442,channelhandler28442,channeltitle28442,0,0,0,2024-06-28,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7D2OUt8PFx,reply,,,,,,Yes,2024-08-16T19:37:53Z,6,,36798,36008,male,english,not bully
36800,channelid28443,channelhandler28443,channeltitle28443,0,0,0,2023-05-31,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7DIwKw-VNm,reply,,,,,,6 month por daikan ak ak tar ki hoy,2024-08-16T22:02:27Z,13,,36798,36008,male,romanized bengali,bully
36801,channelid105,channelhandler105,channeltitle105,16,0,0,2013-02-22,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7DUnfO1hgI,reply,,,,,,😂😂😂😂 bhaijaan medhabi 😅😅😅,2024-08-16T23:46:08Z,4,,36798,36008,male,romanized bengali,bully
36802,channelid28239,channelhandler28239,channeltitle28239,11,28,1076,2023-09-28,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7Diqc8PrKL,reply,,,,,,altimetam Hasnath,2024-08-17T01:57:36Z,6,,36798,36008,male,english,bully
36803,channelid28089,channelhandler28089,channeltitle28089,285,62,48186,2015-05-11,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7E40bmF_gu,reply,,,,,,Yes,2024-08-17T05:11:21Z,0,,36798,36008,male,english,not bully
36804,channelid28076,channelhandler28076,channeltitle28076,4,1,15,2022-01-27,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7E5twh4bOe,reply,,,,,,@channelhandler28239 😅😅😅,2024-08-17T05:27:47Z,0,,36798,36008,individual,emoji-only,not bully
36805,channelid28444,channelhandler28444,channeltitle28444,0,1,10,2020-03-21,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7E9s-CRtTb,reply,,,,,,"অল্প সময় অপেক্ষা করেন, পিছনে সব খারাপ সামনে তারা সব সুস্থ সুন্দর দেশ দিবে, শুধু আল্টিমেটাম গুলো মানতে থাকেন 🫂☠️ দেশে যা কিছু বর্তমানে প্রধান উপদেষ্টা চুপ কারোন সে ছাএদের ভর করে বসেছেন, তবে ভেবে দেখে সকলে সার্থকতা বুঝে আমরাও বুঝতে পারবো😂 চোখ রাখুন",2024-08-17T06:02:28Z,2,,36798,36008,male,bengali,not bully
36806,channelid28044,channelhandler28044,channeltitle28044,1,0,0,2020-08-12,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7EA5j5tTh2,reply,,,,,,Rights,2024-08-17T06:04:28Z,0,,36798,36008,male,english,not bully
36807,channelid28445,channelhandler28445,channeltitle28445,252,12,939,2018-08-01,Ugz8avCc9f3hmqop3D54AaABAg.A7CaZm6k5N9A7EFLkNfHG2,reply,,,,,,@channelhandler105  😂😂😂 ultimatum ke code na,2024-08-17T06:50:21Z,0,,36798,36008,individual,romanized bengali,bully
36808,channelid28446,channelhandler28446,channeltitle28446,4,2,29,2017-10-22,UgwYnDmugOs8mGwcUMp4AaABAg,comment,,,,,,"সব বাল ফেলানোর চেটের বাল,, 😁😁দেশ টা মনে নিজের দাদাদের মন ঝা চায় তাই,, করবার মনে চায়",2024-08-16T15:25:10Z,0,0,36008,36008,male,bengali,bully
36809,channelid28447,channelhandler28447,channeltitle28447,3,0,0,2018-08-29,UgzrHFV8U9sQGnjsat54AaABAg,comment,,,,,,এখানে কোন আল্টিমেটাম দেয় নাই।,2024-08-16T15:24:59Z,9,0,36008,36008,people group,bengali,bully
36810,channelid28448,channelhandler28448,channeltitle28448,0,0,0,2023-07-17,Ugx5AR9PLloWL3H9GFN4AaABAg,comment,,,,,,তোদের দপা আর আলটিমেটাম কিয়ামতের আগেও শেষ হবে না,2024-08-16T15:23:25Z,0,0,36008,36008,people group,bengali,bully
36811,channelid2304,channelhandler2304,channeltitle2304,752,777,401739,2021-06-22,UgzUPuWXlqUsPEAsOKB4AaABAg,comment,,,,,,শহীদদের হত্যার বিচার আগে করতে হবে এটাই চাওয়া,2024-08-16T15:22:48Z,0,0,36008,36008,people group,bengali,bully
36812,channelid3450,channelhandler3450,channeltitle3450,0,0,0,2023-12-17,UgynOI8klnENA8cYjgF4AaABAg,comment,,,,,,চুপ্পুর কারণে আমাদের বিজয় ধ্বংস হতে পারে। রাষ্ট্রপতির পদ থেকে থাকে তাড়াতাড়ি সরানো হোক।,2024-08-16T15:22:29Z,43,10,36008,36008,male,bengali,not bully
36813,channelid10731,channelhandler10731,channeltitle10731,0,0,0,2024-07-18,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7Cb6TKheUe,reply,,,,,,ওনি কি করছে ওনার দায়িত্ব তো ওনি পালন করছে,2024-08-16T15:30:46Z,6,,36812,36008,male,bengali,not bully
36814,channelid3450,channelhandler3450,channeltitle3450,0,0,0,2023-12-17,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7CbVg1enBL,reply,,,,,,@channelhandler10731 আপনার বাবা চুপ্পু আওয়ামীলীগ,2024-08-16T15:34:12Z,0,,36812,36008,male,bengali,bully
36815,channelid28449,channelhandler28449,channeltitle28449,1,0,0,2023-12-20,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7ClEGMAuai,reply,,,,,,চুপুকে সরানো হোক,2024-08-16T16:59:13Z,0,,36812,36008,male,bengali,not bully
36816,channelid28450,channelhandler28450,channeltitle28450,4,0,0,2024-05-31,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7CvFQFRaOC,reply,,,,,,"ওরে অশিক্ষিত রাষ্ট্রপতি কে সরাতে পারবে কেবল সংসদ সদস্যরা। আবার উনি পদত্যাগ করতে পারেন স্পিকারের কাছে। কিন্তু এখন স্পিকার ও নেই, সংসদ সদস্য ও নেই 😂😂😂😂",2024-08-16T18:26:45Z,0,,36812,36008,male,bengali,bully
36817,channelid28451,channelhandler28451,channeltitle28451,0,0,0,2022-09-23,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7CvacXGMtU,reply,,,,,,@channelhandler10731  অনি আওয়ামী লীগের লোক 💯,2024-08-16T18:29:47Z,4,,36812,36008,male,bengali,bully
36818,channelid28452,channelhandler28452,channeltitle28452,0,0,0,2018-06-19,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7D2B59HvL_,reply,,,,,,Sagoler 3 num bachcha hoile ja hoy.. R e sagol bangladesh e rastropotir kuno khomota e nai... se prodhan montri ho te ho na te na... Koy.. R fixed kisu kaj e permission dey..,2024-08-16T19:36:04Z,0,,36812,36008,male,romanized bengali,bully
36819,channelid8826,channelhandler8826,channeltitle8826,40,4,440,2021-09-26,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7DLbRlpzy-,reply,,,,,,@channelhandler28451 ব্যারিস্টার খোকন আর ব্যারিস্টার তৈমুর কার লোক??? আদালত সবকিছুর দায়িত্ব ওদের দিলো কেনো?? রাজনৈতিক প্রতিহিংসার জন্য??  ,2024-08-16T22:25:49Z,6,,36812,36008,individual,bengali,bully
36820,channelid2895,channelhandler2895,channeltitle2895,8,4,1955,2023-04-18,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7DPyQ3M9o6,reply,,,,,,@channelhandler28451 আওয়ামীলীগের লোক তো কি হয়েছে। উনি উনার কাজ সততার সাথে করলে তুমার সমস্যা কি। এসব করে দেশকে আর যাই করো এগিয়ে নেয়া যাবেনা,2024-08-16T23:03:55Z,7,,36812,36008,male,bengali,not bully
36821,channelid28453,channelhandler28453,channeltitle28453,0,0,0,2022-05-22,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7Dph_v6_El,reply,,,,,,দেশ টা কে আর কত শেষ করবেন..... একটু থামেন 😞,2024-08-17T02:57:32Z,3,,36812,36008,male,bengali,not bully
36822,channelid28076,channelhandler28076,channeltitle28076,4,1,15,2022-01-27,UgynOI8klnENA8cYjgF4AaABAg.A7Ca9mZ2FMUA7E7lfIZ6OB,reply,,,,,,@channelhandler2895 রাইট একদম ঠিক বলছেন,2024-08-17T05:44:07Z,1,,36812,36008,male,bengali,not bully
36823,channelid28454,channelhandler28454,channeltitle28454,4,0,0,2024-06-21,UgwZ-Lx-82W6rH61oLh4AaABAg,comment,,,,,,আপনারা এত কষ্ট করতেছেন। আল্লাহ যেন সব ঠিক রাখেন।,2024-08-16T15:22:12Z,5,0,36008,36008,organization,bengali,bully
36824,channelid28455,channelhandler28455,channeltitle28455,0,0,0,2023-04-02,UgxqTkEs9Rzm5Y9WZS14AaABAg,comment,,,,,,"Tumader k sapurt sob srenir manus korece, kintu tumader kac teke ata asa korini",2024-08-16T15:21:26Z,0,0,36008,36008,people group,romanized bengali,not bully
36825,channelid14200,channelhandler14200,channeltitle14200,0,0,0,2023-05-04,Ugy6vPzqdDGNesphCsd4AaABAg,comment,,,,,,"সঠিক বিচার হোক, ভালো লাগলো",2024-08-16T15:21:04Z,12,0,36008,36008,people group,bengali,not bully
36826,channelid11154,channelhandler11154,channeltitle11154,3,2,37,2020-01-17,UgzltRLL-0r_wtqbLCt4AaABAg,comment,,,,,,রাইট,2024-08-16T15:20:32Z,1,0,36008,36008,male,bengali,not bully
36827,channelid28456,channelhandler28456,channeltitle28456,0,3,38,2023-08-10,Ugyyrl5JE-UzkDuajIR4AaABAg,comment,,,,,,আপনার কথায় আমরা জনগণ একমত,2024-08-16T15:20:11Z,9,0,36008,36008,male,bengali,not bully
36828,channelid28457,channelhandler28457,channeltitle28457,0,0,0,2024-02-23,UgxysTRCmpfcY2rE44Z4AaABAg,comment,,,,,,শুধু আলটিমেটাম দেশের বারটা বেজে গেছে।,2024-08-16T15:20:01Z,124,10,36008,36008,general people,bengali,not bully
36829,channelid28129,channelhandler28129,channeltitle28129,6,0,0,2023-04-14,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7CbCJ17FGU,reply,,,,,,"বারোটা যারা বাজাইছে, তাদের তেরোটা বাজাচ্ছে ছাত্ররা",2024-08-16T15:31:34Z,8,,36828,36008,people group,bengali,not bully
36830,channelid28315,channelhandler28315,channeltitle28315,10,0,0,2015-04-10,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7DLhG1H9Ar,reply,,,,,,তোদের মতো চামচাদের জন্য বারটা বাজছে।,2024-08-16T22:26:37Z,0,,36828,36008,male,bengali,bully
36831,channelid28359,channelhandler28359,channeltitle28359,6,3,59,2020-10-20,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7DXjS-wNhQ,reply,,,,,,@channelhandler28129 hae r porashuna korish na tora... Saradin Andolon Kore desh oshanto Rakhis tora?? Mathay ektu bibek thakle esb thanda mathay Aste dhire kora jeto.... But young age matha gorom toder... Ekta somoy bujhbi desh er ki Hal hoy.. mind it ❤,2024-08-17T00:11:46Z,0,,36828,36008,female,romanized bengali,bully
36832,channelid28458,channelhandler28458,channeltitle28458,3,0,0,2014-11-07,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7Doe2ucAoh,reply,,,,,,@channelhandler28129  এরা ছাত্র??,2024-08-17T02:48:19Z,4,,36828,36008,female,bengali,not bully
36833,channelid28459,channelhandler28459,channeltitle28459,1,0,0,2021-12-04,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7E6tPKHoe1,reply,,,,,,এই বাইঞ্চুদ রে দরে আগে বিচার করা দরকার কার কল কাটি নেড়ে এমন করতেছে,2024-08-17T05:36:26Z,0,,36828,36008,organization,bengali,bully
36834,channelid28460,channelhandler28460,channeltitle28460,4,3,205,2014-09-09,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7E8CATxZik,reply,,,,,,"@channelhandler28129 আন্দোলন তো শেষ, আন্তর্বর্তীকালীন সরকার ও হলো। এখন এই ছাত্ররা পড়াশুনা তে যায় না কেন? এখন তো এরা রাজনীতিতে নেমে গেছে। তো এরা আর ছাত্র নয় এরা এখন রাজনীতিবিদ",2024-08-17T05:47:53Z,5,,36828,36008,female,bengali,bully
36835,channelid28129,channelhandler28129,channeltitle28129,6,0,0,2023-04-14,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7EAa_m1HW7,reply,,,,,,"@channelhandler28460 এত দিন এত অনিয়ম ঠিক লাগল, আর এখন আপনারা এত অস্থির কেন? ছাত্ররা সরলেই শকুনের দল আসবে আবার। আর যারা এত অস্থির বুঝতে হবে তারা এতদিন সুবিধাবাদী ছিল।",2024-08-17T06:08:49Z,0,,36828,36008,organization,bengali,bully
36836,channelid28460,channelhandler28460,channeltitle28460,4,3,205,2014-09-09,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7EBjvmLRiK,reply,,,,,,"@channelhandler28129 শকুনের দল? কারা?? রাজনীতিবিদ দের কথা বলছেন?? সেটাই তো বললাম, এই ছাত্র রা তো এখন রাজনীতি করে- আপনার কথা অনুযায়ী ওরা এখন “শকুন” হবার পথে। কথা হচ্ছে যারা “আসল ছাত্র” তারা তাদের লেখাপড়ার পাশাপাশি দেশ গড়বে, আর এই ছাত্রদের তো এখন রাজপথেই দেখা যায়। “ছাত্রলীগ”, “ছাত্রদল” এর নামের মধ্যেও ছাত্র আছে,, তাই বলেই কি তারা ছাত্র?? আপনি ই বলেন —— সমন্বয়ক তো 152 জনের ছিল— তো এখন ওনলি এই 5/6 জন কে দেখা যায় কেন??? বাকিরা কই?? আসলে “বাকি রাই” ছিল আসল ছাত্র—- তারা এখন তাদের কলেজ এ- ল্যাব এ- পড়ার টেবিল এ। আর এরা হলো রাজনীতিবিদ। তো হুদাই এদের ছাত্র বলা বাদ দেন।",2024-08-17T06:18:50Z,0,,36828,36008,female,code-mix,bully
36837,channelid28461,channelhandler28461,channeltitle28461,8,3,316,2020-03-15,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7EPEL_-QH9,reply,,,,,,@channelhandler28460  বাদ দেন ভাই বেডি মানুষ। 😅,2024-08-17T08:16:43Z,0,,36828,36008,male,bengali,bully
36838,channelid28460,channelhandler28460,channeltitle28460,4,3,205,2014-09-09,UgxysTRCmpfcY2rE44Z4AaABAg.A7C_sjRODfVA7EUwpIqUyp,reply,,,,,,@channelhandler28461  😪😪 আসলে রাজনীতির খেলা যে কী আবেগী বাঙালি বুঝে নি!!! বুঝবে বুঝবে... ৬মাস গেলেই টের পাবে,2024-08-17T09:06:37Z,0,,36828,36008,female,bengali,bully
36839,channelid20173,channelhandler20173,channeltitle20173,4,0,0,2022-02-06,UgwrIlRVDbm6q1quM9F4AaABAg,comment,,,,,,বর্তমানে সুশীলরা *_*১। ক্ষমতা বিএনপি পাক এটা চায় না২। ক্ষমতা জামায়াত পাক চায় না ৩। ক্ষমতা ড. মো. ইউনূস পাক চায় না৪। ছাত্রসমাজ নতুন দল করুক ক্ষমতা তাদের দেওয়া হোক এটাও চায় না ( তারা চায় কি)👏,2024-08-16T15:19:57Z,0,0,36008,36008,general people,bengali,not bully
36840,channelid28462,channelhandler28462,channeltitle28462,0,0,0,2022-12-01,UgwJOoYVXZlqa7BKdbl4AaABAg,comment,,,,,,Eye wash Bhai Eye wash.,2024-08-16T15:19:31Z,3,1,36008,36008,general people,romanized bengali,not bully
36841,channelid28463,channelhandler28463,channeltitle28463,0,0,0,2024-03-28,UgwJOoYVXZlqa7BKdbl4AaABAg.A7C_p5YfRy1A7CaMU8dAMF,reply,,,,,,জলে? 😂,2024-08-16T15:24:13Z,0,,36840,36008,male,bengali,bully
36842,channelid28464,channelhandler28464,channeltitle28464,1,0,0,2019-10-11,UgzitcoAxi-363n9WTN4AaABAg,comment,,,,,,Baba tomra police o Army k deploy kortey bolo manusher nirapotta shobar agey.,2024-08-16T15:19:23Z,2,0,36008,36008,people group,romanized bengali,not bully
36843,channelid14468,channelhandler14468,channeltitle14468,1,0,0,2024-01-06,Ugz434-ufvTKLOyyyZ14AaABAg,comment,,,,,,১১দিনের মাতাইলুঈি ডানাসদিতে পারেত তাদেরকিশের শোক ছি,2024-08-16T15:18:58Z,0,0,36008,36008,male,bengali,bully
36844,channelid28465,channelhandler28465,channeltitle28465,112,68,8331,2013-02-26,Ugx4o7VwWvFhrPyh8854AaABAg,comment,,,,,,ভূয়া ভূয়া ভূয়া,2024-08-16T15:18:42Z,37,0,36008,36008,general people,bengali,bully
36845,channelid28466,channelhandler28466,channeltitle28466,5,0,0,2017-01-08,UgzMNXnCWZs2y6Kmzc54AaABAg,comment,,,,,,তারা তোমাদের সাথেই ছিলো... কেনো তোমরা প্রতিহিত করো নাই,2024-08-16T15:18:23Z,13,0,36008,36008,male,bengali,not bully
36846,channelid28467,channelhandler28467,channeltitle28467,13,0,0,2019-11-06,Ugw_2ceImKt32dY0C854AaABAg,comment,,,,,,আবাল ছাত্র,2024-08-16T15:18:02Z,0,0,36008,36008,people group,bengali,bully
36847,channelid28468,channelhandler28468,channeltitle28468,0,0,0,2013-08-03,UgzNm80hJFf7QCqiXPx4AaABAg,comment,,,,,,একটু ঘুমা। 😮,2024-08-16T15:17:47Z,2,0,36008,36008,people group,bengali,bully
36848,channelid28469,channelhandler28469,channeltitle28469,1,2,8,2022-10-22,Ugz1lztTYCxQoPXgudx4AaABAg,comment,,,,,,ধন্যবাদ,2024-08-16T15:17:44Z,2,0,36008,36008,people group,bengali,not bully
36849,channelid28470,channelhandler28470,channeltitle28470,0,0,0,2024-06-28,UgyDVdj-bhYD72Tlh1x4AaABAg,comment,,,,,,ঠিক বলেছেন কারো উপর তাই চাপানো যাবে না যেই হোক না তাকে বিচারের আওতায় আনেন আর বিচার করেন কোন কারনে বিচারকাজ জুলি রাখবেন না,2024-08-16T15:16:39Z,2,0,36008,36008,people group,bengali,not bully
36850,channelid28471,channelhandler28471,channeltitle28471,24,0,0,2024-03-16,UgzsD3SjtAUpia5k8eB4AaABAg,comment,,,,,,হাসনাত ভাই আপনি এবার একটু বেশিই বুঝছেন,2024-08-16T15:16:08Z,11,1,36008,36008,male,bengali,bully
36851,channelid2895,channelhandler2895,channeltitle2895,8,4,1955,2023-04-18,UgzsD3SjtAUpia5k8eB4AaABAg.A7C_RJFstsaA7DQqaPwB1X,reply,,,,,,Hmm উনি নিজেকে সামলাতে ব্যার্থ। এখন সরকারকে সুযোগ দিন।,2024-08-16T23:11:35Z,0,,36850,36008,male,code-mix,bully
36852,channelid28472,channelhandler28472,channeltitle28472,0,0,0,2024-05-25,UgxCr6HVu6V73vXaDjN4AaABAg,comment,,,,,,এতো আল্টিমেটলি দিতে নিজেই একদিন পানি খাওয়ার সময় পাবি না। সেই দিন খুব বেশি দুরে না। ইনশাআল্লাহ,2024-08-16T15:16:03Z,18,7,36008,36008,male,bengali,bully
36853,channelid28463,channelhandler28463,channeltitle28463,0,0,0,2024-03-28,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7CaGTRwn9X,reply,,,,,,জলে নাকি??,2024-08-16T15:23:23Z,1,,36852,36008,male,bengali,bully
36854,channelid1879,channelhandler1879,channeltitle1879,0,0,0,2015-10-24,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7CacRVZp9M,reply,,,,,,ছাএরা খারাপ কিছু তো বলে নাই,2024-08-16T15:26:32Z,1,,36852,36008,people group,bengali,not bully
36855,channelid28473,channelhandler28473,channeltitle28473,265,164,54312,2021-04-18,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7Cav6iRG10,reply,,,,,,Don&#39;t worry brother. Pani pan koranor Jonno Amra aci amader sontander.,2024-08-16T15:29:05Z,1,,36852,36008,organization,romanized bengali,not bully
36856,channelid28434,channelhandler28434,channeltitle28434,0,0,0,2024-08-16,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7Cb1e4bbPF,reply,,,,,,কোনোদিন তোরা সফল হবি না তোরা মুসলিম বিদ্বেষি।,2024-08-16T15:30:06Z,0,,36852,36008,organization,bengali,bully
36857,channelid903,channelhandler903,channeltitle903,1,0,0,2021-11-07,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7CbZx0j0BJ,reply,,,,,,কুকুর লিগ,2024-08-16T15:34:47Z,0,,36852,36008,organization,bengali,bully
36858,channelid28474,channelhandler28474,channeltitle28474,20,4,190,2021-04-29,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7Cby5aenKU,reply,,,,,,তার জন্যই তো তোদের আম্মা বাপের বাড়িতে পালাইছে😂,2024-08-16T15:38:13Z,0,,36852,36008,female,bengali,bully
36859,channelid3443,channelhandler3443,channeltitle3443,55,0,0,2018-08-29,UgxCr6HVu6V73vXaDjN4AaABAg.A7C_QhuaYJ7A7CmeWuFL_a,reply,,,,,,তুই তো লীগ। লীগদের দিন শেষ।,2024-08-16T17:11:40Z,0,,36852,36008,organization,bengali,bully
36860,channelid28475,channelhandler28475,channeltitle28475,22,9,769,2019-11-24,UgyMSB9kxlVq-S_mYpl4AaABAg,comment,,,,,,আল্টিমেটাম বয় 😁,2024-08-16T15:15:15Z,6,0,36008,36008,male,bengali,bully
36861,channelid28476,channelhandler28476,channeltitle28476,2,0,0,2019-02-03,UgxQLyIw_3PCs7fQqL54AaABAg,comment,,,,,,"এবার ১ দফা ১ দাবী, লীগকে নিষিদ্ধ করতে হবে।",2024-08-16T15:15:00Z,0,0,36008,36008,organization,bengali,not bully
36862,channelid28477,channelhandler28477,channeltitle28477,1,0,0,2022-01-13,Ugy8diMRXKweH5o8E8B4AaABAg,comment,,,,,,Tora ja suro korle desh nea 😒,2024-08-16T15:14:57Z,0,0,36008,36008,male,romanized bengali,bully
36863,channelid7345,channelhandler7345,channeltitle7345,6,1,9,2021-04-29,UgxHzOy6zfDE4xhrnah4AaABAg,comment,,,,,,শিক্ষার্থীরা আবু সাঈদ বীরদের রক্তের বিনিময়ে অর্জিত দল এরা নিরপেক্ষ 18 কুটি মানুষের শান্তির পর্যায় এরা ই থাকবে সকল সর্ব ইস্তরের দলের উর্ধ্বে সঠিক জ্ঞানের উপর অটুর শিক্ষার্থীরা শিক্ষা অর্জন ছড়িয়ে দিবে 18 কুটি মানুষের কাছে পৌঁছে সমাজ কে সঠিক যায়গা তে ঘুড়িয়ে আনতে ধন্যবাদ সবাইকে বুঝার জন্য,2024-08-16T15:13:59Z,0,0,36008,36008,people group,code-mix,not bully
